331423.png-49.5,49.5,100.63880570023149,57.612745949074075
531423.png-49.5,49.5,101.1610619212963,89.06089699074074
881423.png-49.5,49.5,101.27997974537037,93.01849898726852
181423.png-49.5,49.5,101.41254340277777,75.82696831597222
141423.png-49.5,49.5,101.89168402777777,60.67709418402778
1131423.png-49.5,49.5,102.04247251157408,73.27792245370371
891423.png-49.5,49.5,103.79868127893519,88.31456886574074
621423.png-49.5,49.5,105.01584490740741,126.97753255208333
1261423.png-49.5,49.5,106.01562628600823,84.64236754115227
821423.png-49.5,49.5,106.5364402488426,115.25977068865741
861423.png-49.5,49.5,106.84533998842592,86.04149160879629
281423.png-49.5,49.5,107.13245081018519,78.84358072916666
341423.png-49.5,49.5,107.24837239583333,68.62789424189815
851423.png-49.5,49.5,107.49321831597223,98.19715422453703
581423.png-49.5,49.5,107.62761791087964,131.06654007523147
1281423.png-49.5,49.5,108.6210390946502,124.24402263374486
741423.png-49.5,49.5,108.9876974826389,94.57070601851852
841423.png-49.5,49.5,110.69172526041666,103.86823350694445
571423.png-49.5,49.5,113.11265552662037,98.91767867476852
1291423.png-49.5,49.5,113.81316615226338,131.11109567901235
901423.png-49.5,49.5,116.50717809606482,117.57565755208333
641423.png-49.5,49.5,117.86225043402777,113.76535662615741
1431423.png-49.5,49.5,118.36899233217592,107.48293836805556
611423.png-49.5,49.5,118.9359157986111,91.93499565972222
601423.png-49.5,49.5,119.03113642939815,136.3134418402778
1071423.png-49.5,49.5,119.55503327546296,79.92782045717593
651423.png-49.5,49.5,120.0334353298611,107.91952329282407
1021423.png-49.5,49.5,120.31271267361112,48.44313151041667
1111423.png-49.5,49.5,121.24094184027778,98.66930627893518
811423.png-49.5,49.5,121.63831597222222,122.01341001157408
731423.png-49.5,49.5,123.66858362268519,91.52988498263889
251423.png-49.5,49.5,124.29595558449074,72.7603052662037
681423.png-49.5,49.5,124.3002857349537,118.40893229166667
61423.png-49.5,49.5,124.42976490162037,74.04385561342593
1081423.png-49.5,49.5,124.81520182291666,80.54074291087963
1251423.png-49.5,49.5,125.06657536008231,68.96693930041152
551423.png-49.5,49.5,125.35348307291666,57.50072482638889
751423.png-49.5,49.5,125.65965350115741,86.04382740162038
291423.png-49.5,49.5,129.07070384837962,90.47089771412037
761423.png-49.5,49.5,130.74495081018517,65.83299623842592
691423.png-49.5,49.5,133.12475260416667,126.97779947916666
791423.png-49.5,49.5,133.84572410300925,114.15146846064815
771423.png-49.5,49.5,134.19285300925927,145.98405164930554
1441423.png-49.5,49.5,135.9122923900463,130.34293330439814
981423.png-49.5,49.5,137.04075520833334,74.45585792824075
1301423.png-49.5,49.5,137.92606481481482,131.34244598765432
1001423.png-49.5,49.5,139.94466796875,59.161789641203704
631423.png-49.5,49.5,140.95282118055556,113.95138165509259
911423.png-49.5,49.5,141.1387572337963,103.87009548611111
21423.png-49.5,49.5,143.3637131076389,57.1747265625
1191423.png-49.5,49.5,143.96120298032406,143.76196108217593
921423.png-49.5,49.5,144.47341652199074,81.5408543113426
931423.png-49.5,49.5,146.92366536458334,116.89856336805556
11423.png-49.5,49.5,151.98221137152777,74.37398003472222
721423.png-49.5,49.5,152.97525535300926,91.99339192708334
1311423.png-49.5,49.5,153.07941486625515,154.0495781893004
591423.png-49.5,49.5,154.27974754050925,69.81607421875
661423.png-49.5,49.5,156.5094560185185,104.99602502893518
941423.png-49.5,49.5,158.46540653935185,103.99763310185185
1331423.png-49.5,49.5,160.0694174382716,179.8288773148148
671423.png-49.5,49.5,161.05239366319444,95.26359375
991423.png-49.5,49.5,162.40433738425926,51.91647063078704
701423.png-49.5,49.5,165.7190407986111,80.6128269675926
1201423.png-49.5,49.5,171.26286168981483,148.3448025173611
711423.png-49.5,49.5,172.31130135995372,77.63381004050926
961423.png-49.5,49.5,172.8377560763889,78.25684606481481
1471423.png-49.5,49.5,174.33764467592593,136.77563151041667
1321423.png-49.5,49.5,175.5776813271605,154.50256944444445
1351423.png-49.5,49.5,177.86763631687242,116.38092978395062
971423.png-49.5,49.5,180.35317997685186,60.882628761574075
1171423.png-49.5,49.5,189.93434968171297,137.88068793402778
